Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of Use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Seconds per Use,Call per Month,SMS per Month,Seconds per Month,Usage Index
2,0,35,1,7803,131,398,56,2,1,1,25,2148.03,0,59.56,14.56,44.22,867.0,4.627077722844249
6,0,35,2,11760,158,25,60,3,1,1,30,576.72,0,74.43,17.56,2.78,1306.67,2.755855333915993
7,0,35,2,7013,79,122,50,2,1,1,25,868.14,0,88.77,8.78,13.56,779.22,1.1148354377461238
22,0,31,0,1250,51,30,30,2,1,2,25,193.545,1,24.51,5.67,3.33,138.89,-1.5427531087824482
20,0,34,9,10730,97,15,55,4,1,1,45,308.175,0,110.62,10.78,1.67,1192.22,1.3670023559653843
12,0,34,2,6113,102,40,37,2,1,1,25,459.675,0,59.93,11.33,4.44,679.22,0.5802057648739167
8,0,33,0,3285,45,23,29,2,1,2,25,253.35,1,73.0,5.0,2.56,365.0,-1.2264562313356404
8,1,34,0,2563,48,48,44,3,1,2,30,296.44,1,53.4,5.33,5.33,284.78,-1.125821751565515
0,0,34,1,1963,29,14,19,3,1,1,30,135.68,0,67.69,3.22,1.56,218.11,-1.895762063667238
2,0,31,2,7080,101,28,35,4,1,1,45,249.525,0,70.1,11.22,3.11,786.67,0.6864082973664862
24,0,29,4,16370,242,14,93,2,1,1,25,810.54,0,67.64,26.89,1.56,1818.89,5.206404669128391
5,0,32,4,7260,120,285,46,2,2,1,25,1614.6,0,60.5,13.33,31.67,806.67,3.3154496059206413
1,0,34,1,4013,86,16,41,2,1,1,25,256.455,0,46.66,9.56,1.78,445.89,-0.4050216552369209
2,1,33,0,1960,48,52,33,3,1,2,30,288.32,1,40.83,5.33,5.78,217.78,-1.2334439241949977
5,0,34,1,3075,57,189,36,2,1,1,25,991.44,0,53.95,6.33,21.0,341.67,0.3897198182932733
3,0,25,2,1610,40,207,24,2,2,1,25,1005.75,0,40.25,4.44,23.0,178.89,-0.09363889045750184
10,0,25,0,995,29,24,20,2,1,2,25,154.08,0,34.31,3.22,2.67,110.56,-2.0370975628208017
9,0,23,1,1520,36,33,26,2,1,1,25,218.52,0,42.22,4.0,3.67,168.89,-1.7124499683922534
1,0,23,1,3520,65,22,36,3,1,1,30,231.4,0,54.15,7.22,2.44,391.11,-0.8329869351241275
1,0,16,1,1990,30,42,27,2,1,1,25,279.9,0,66.33,3.33,4.67,221.11,-1.6261250386276738
15,0,15,2,6688,145,99,55,1,2,1,15,920.315,0,46.12,16.11,11.0,743.11,1.9797362015770323
11,0,13,1,9228,175,87,53,4,1,1,45,452.575,0,52.73,19.44,9.67,1025.33,2.9955858173312717
7,0,14,4,3148,49,45,32,3,1,1,30,307.88,0,64.24,5.44,5.0,349.78,-0.9963472758430045
1,0,7,2,4685,44,229,23,3,1,1,30,1105.16,0,106.48,6.29,32.71,669.29,0.8968712196848141
2,1,7,2,1783,23,14,20,3,1,1,30,128.24,1,77.52,3.29,2.0,254.71,-2.042360413946237
0,0,36,0,3465,55,0,10,2,1,1,25,158.4,0,63.0,6.11,0.0,385.0,-1.2125350920339297
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
1,0,35,0,1548,44,331,7,2,1,1,25,1561.14,0,35.18,4.89,36.78,172.0,1.050055609767108
1,0,36,0,3293,50,0,18,1,1,1,15,183.865,0,65.86,5.56,0.0,365.89,-1.339908611019737
0,0,36,0,1488,42,0,16,1,1,1,15,84.15,0,35.43,4.67,0.0,165.33,-1.9058674139945002
2,0,36,0,2870,66,4,11,2,1,1,25,150.12,0,43.48,7.33,0.44,318.89,-1.1276231280260949
0,0,36,0,1455,23,257,1,3,1,1,30,1087.12,0,63.26,2.56,28.56,161.67,0.014173426549488832
4,0,35,0,8210,105,116,26,3,1,1,30,796.6,0,78.19,11.67,12.89,912.22,1.7961186370779263
0,0,36,0,12868,153,0,27,3,1,1,30,520.84,0,84.1,17.0,0.0,1429.78,2.711939704688118
0,0,36,0,3610,67,0,8,3,1,1,30,147.08,0,53.88,7.44,0.0,401.11,-0.9702369743681126
0,0,36,0,5013,79,0,13,2,1,1,25,229.14,0,63.46,8.78,0.0,557.0,-0.4301229623843323
0,0,36,0,1333,38,0,4,3,1,2,30,54.84,0,35.08,4.22,0.0,148.11,-2.0118854633334897
16,0,36,0,14235,209,26,15,3,1,1,30,681.76,0,68.11,23.22,2.89,1581.67,4.23444098768409
0,0,36,0,2190,11,455,5,3,1,1,30,1908.04,0,199.09,1.22,50.56,243.33,1.7191689469909832
0,0,35,0,14580,166,122,13,2,1,1,25,1212.57,0,87.83,18.44,13.56,1620.0,4.414019774449903
0,0,35,0,5595,70,158,9,3,1,1,30,858.6,0,79.93,7.78,17.56,621.67,0.9393385270140796
0,0,35,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,35,0,6603,111,356,26,2,1,1,25,1904.13,0,59.49,12.33,39.56,733.67,3.6275027291727695
0,0,35,0,10560,138,0,30,3,1,1,30,427.92,0,76.52,15.33,0.0,1173.33,1.9055853777642504
0,0,35,0,5813,59,80,20,2,1,1,25,624.24,0,98.53,6.56,8.89,645.89,0.11526044407464434
7,0,31,0,50,2,0,1,2,1,2,25,2.34,1,25.0,0.22,0.0,5.56,-2.9395332967614918
12,0,34,5,9530,77,0,25,4,1,1,45,240.175,0,123.77,8.56,0.0,1058.89,0.604558892472311
4,0,34,0,4913,82,0,7,2,1,1,25,224.775,1,59.91,9.11,0.0,545.89,-0.4018039302658291
0,0,32,0,1935,6,0,2,3,1,1,30,77.64,0,322.5,0.67,0.0,215.0,-2.423959208336591
0,0,33,0,2085,25,0,9,2,1,2,25,94.95,1,83.4,2.78,0.0,231.67,-2.059160888955649
0,1,34,0,1363,28,6,14,3,1,2,30,79.64,1,48.68,3.11,0.67,151.44,-2.125396745236994
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,34,0,0,0,0,0,3,1,1,30,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,31,0,5880,81,0,5,4,1,1,45,149.025,0,72.59,9.0,0.0,653.33,-0.1902096065828568
0,1,34,0,0,0,0,0,4,1,2,45,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,34,0,0,0,0,0,4,1,1,45,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
16,0,29,0,15170,222,0,63,2,1,1,25,692.64,0,68.33,24.67,0.0,1685.56,4.452743854901185
0,0,32,0,6060,100,243,16,2,2,1,25,1370.7,0,60.6,11.11,27.0,673.33,2.3158746122491616
0,0,34,0,2813,66,0,11,2,1,1,25,129.555,0,42.62,7.33,0.0,312.56,-1.1762477679958612
0,0,33,0,760,28,10,3,3,1,2,30,71.52,0,27.14,3.11,1.11,84.44,-2.2330189178664774
0,0,34,0,1875,37,147,6,2,1,1,25,747.54,0,50.68,4.11,16.33,208.33,-0.6098551753782063
0,0,25,0,1903,20,165,8,2,2,1,25,829.035,0,95.15,2.22,18.33,211.44,-0.7397646550218915
0,0,25,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,24,0,0,0,0,0,4,1,2,45,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,23,0,0,0,0,0,2,1,1,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,23,0,2320,45,0,6,3,1,1,30,94.6,0,51.56,5.0,0.0,257.78,-1.6569089434782693
0,0,16,0,0,0,0,0,2,1,1,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
7,0,15,0,5488,125,57,25,1,2,1,15,622.215,0,43.9,13.89,6.33,609.78,0.9801612079055527
3,0,13,0,8028,155,45,23,4,1,1,45,317.075,0,51.79,17.22,5.0,892.0,1.996010823659792
0,0,14,0,1948,29,3,2,3,1,1,30,91.08,0,67.17,3.22,0.33,216.44,-1.9959222695144843
0,0,7,0,3485,24,187,21,3,1,1,30,888.36,0,145.21,3.43,26.71,497.86,-0.10270377398666541
0,0,7,0,0,0,0,0,2,1,1,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
3,0,37,0,4180,71,30,19,3,1,1,30,290.04,0,58.87,7.89,3.33,464.44,-0.502493345191467
5,0,36,0,2263,60,384,26,3,1,1,30,1628.92,0,37.72,6.67,42.67,251.44,1.9620982897245096
5,0,37,0,4008,66,26,37,1,1,1,15,367.07,0,60.73,7.33,2.89,445.33,-0.6649974612407417
0,0,37,0,2203,58,27,35,2,1,1,25,223.245,0,37.98,6.44,3.0,244.78,-1.2221736149496383
6,0,37,1,3585,82,57,30,3,1,1,30,374.68,0,43.72,9.11,6.33,398.33,-0.21558044806869353
0,0,37,0,2170,39,310,20,3,1,1,30,1328.36,0,55.64,4.33,34.44,241.11,0.9262161065068903
8,0,36,2,8925,121,169,45,3,1,1,30,1037.84,0,73.76,13.44,18.78,991.67,2.708161317035328
2,0,37,0,13583,169,25,46,3,1,1,30,650.08,0,80.37,18.78,2.78,1509.22,3.378068205201246
2,0,37,1,4325,83,27,27,3,1,1,30,284.32,0,52.11,9.22,3.0,480.56,-0.28654317532325063
1,0,37,0,5728,95,32,14,3,1,1,30,360.92,0,60.29,10.56,3.56,636.44,0.2974840829898642
4,0,37,0,2048,54,33,19,3,1,2,30,216.08,0,37.93,6.0,3.67,227.56,-1.275495768693426
20,0,37,3,14950,225,79,34,3,1,1,30,923.0,0,66.44,25.0,8.78,1661.11,5.146483667641491
0,0,37,1,2905,27,508,10,3,1,1,30,2149.28,0,107.59,3.0,56.44,322.78,2.6312116269483843
4,0,36,0,15295,182,175,32,2,1,1,25,1483.965,0,84.04,20.22,19.44,1699.44,5.326062454407304
0,0,36,1,6310,86,211,28,3,1,1,30,1099.84,0,73.37,9.56,23.44,701.11,1.8513812069714808
0,0,36,0,685,14,25,13,2,1,2,25,143.955,0,48.93,1.56,2.78,76.11,-2.361667525973802
0,0,37,0,520,14,38,10,3,1,2,30,173.36,0,37.14,1.56,4.22,57.78,-2.2865547886673445
0,0,36,0,0,0,25,0,2,1,2,25,112.5,1,0.0,0.0,2.78,0.0,-2.7664658059260123
0,0,36,0,7318,127,409,45,3,1,1,30,1933.8,0,57.62,14.11,45.44,813.11,4.539545409130171
2,0,36,1,11275,154,36,49,4,1,1,45,375.725,0,73.21,17.11,4.0,1252.78,2.668323020201915
3,0,36,1,6528,75,133,39,2,1,1,25,895.635,0,87.04,8.33,14.78,725.33,1.0273031240320456
18,0,32,0,765,47,41,19,3,1,2,30,196.48,1,16.28,5.22,4.56,85.0,-1.6302854224965264
16,0,35,8,10245,93,26,44,5,2,1,55,194.07,0,110.16,10.33,2.89,1138.33,1.2794700422513061
8,1,35,1,5628,98,51,26,2,1,1,25,487.17,1,57.43,10.89,5.67,625.33,0.4926734511598384
0,0,33,0,2650,22,25,16,3,1,1,30,206.88,0,120.45,2.44,2.78,294.44,-1.7578307078234632
4,1,34,0,2800,41,34,18,3,1,2,30,249.64,1,68.29,4.56,3.78,311.11,-1.3139885450497184
4,0,35,0,2078,44,59,33,3,1,2,30,320.88,1,47.23,4.89,6.56,230.89,-1.213354065279593
0,0,35,0,0,0,25,0,3,1,2,30,100.0,1,0.0,0.0,2.78,0.0,-2.7664658059260123
0,0,35,0,1478,25,25,8,4,1,1,45,100.075,0,59.12,2.78,2.78,164.22,-1.9832943773813163
0,0,32,1,6595,97,39,24,5,1,1,55,158.88,0,67.99,10.78,4.33,732.78,0.598875983652408
0,0,35,0,438,7,34,6,4,1,2,45,96.125,1,62.57,0.78,3.78,48.67,-2.4624143822491833
0,0,35,1,148,4,29,4,5,1,1,55,45.78,0,37.0,0.44,3.22,16.44,-2.6269743226874867
20,0,30,3,15885,238,25,82,2,1,1,25,838.035,0,66.74,26.44,2.78,1765.0,5.118872355414314
1,0,33,3,6775,116,296,35,2,2,1,25,1642.095,0,58.41,12.89,32.89,752.78,3.227917292206563
0,0,35,0,3528,82,27,30,3,1,1,30,252.4,0,43.02,9.11,3.0,392.0,-0.49255396895099923
0,0,34,0,1475,44,63,22,3,1,2,30,312.76,0,33.52,4.89,7.0,163.89,-1.3209762379090761
1,0,35,0,2590,53,200,25,2,1,1,25,1018.935,0,48.87,5.89,22.22,287.78,0.3021875045791951
0,0,26,1,1125,36,218,13,2,2,1,25,1033.245,0,31.25,4.0,24.22,125.0,-0.18117120417158006
6,0,26,0,510,25,35,9,3,1,2,30,161.4,0,20.4,2.78,3.89,56.67,-2.12462987653488
0,0,25,0,635,10,46,5,4,1,2,45,131.125,0,63.5,1.11,5.11,70.56,-2.258392493270615
5,0,24,0,1035,32,44,15,2,1,1,25,246.015,0,32.34,3.56,4.89,115.0,-1.7999822821063316
0,0,24,0,3035,61,33,25,3,1,1,30,255.84,0,49.75,6.78,3.67,337.22,-0.9205192488382058
0,0,17,0,1505,26,53,16,2,1,1,25,307.395,0,57.88,2.89,5.89,167.22,-1.7136573523417522
11,0,16,1,6203,141,110,44,2,2,1,25,780.48,0,43.99,15.67,12.22,689.22,1.892203887862954
7,0,14,0,8743,171,98,42,5,1,1,55,280.71,0,51.13,19.0,10.89,971.44,2.9080535036171935
3,0,15,3,2663,45,56,21,3,1,1,30,332.32,0,59.18,5.0,6.22,295.89,-1.0838795895570827
0,0,8,1,4200,40,240,12,3,1,1,30,1129.6,0,105.0,5.0,30.0,525.0,0.8093389059707358
0,1,8,1,1298,19,25,9,3,1,1,30,152.68,1,68.32,2.38,3.12,162.25,-2.1298927276603146
3,0,35,0,3950,59,0,11,2,1,1,25,180.405,0,66.95,6.56,0.0,438.89,-1.0283936363953157
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
5,0,34,0,2033,48,320,18,2,1,1,25,1533.645,0,42.35,5.33,35.56,225.89,1.1375879234811865
5,0,35,0,3778,54,0,29,1,1,1,15,210.76,0,69.96,6.0,0.0,419.78,-1.1557671553811226
0,0,35,0,1973,46,0,27,1,1,1,15,111.045,0,42.89,5.11,0.0,219.22,-1.721725958355886
6,0,35,0,3355,70,0,22,2,1,1,25,154.125,0,47.93,7.78,0.0,372.78,-0.9786122694509483
0,0,35,0,1940,27,246,12,3,1,1,30,1062.68,0,71.85,3.0,27.33,215.56,0.10170574026356727
8,0,34,0,8695,109,105,37,3,1,1,30,772.16,0,79.77,12.11,11.67,966.11,1.8836509507920047
2,0,35,0,13353,157,0,38,3,1,1,30,540.4,0,85.05,17.44,0.0,1483.67,2.8960811603267325
2,0,35,0,4095,71,0,19,3,1,1,30,166.64,0,57.68,7.89,0.0,455.0,-0.7860955187294985
1,0,35,0,5498,83,0,6,2,1,1,25,251.145,0,66.24,9.22,0.0,610.89,-0.24598150674571817
4,0,35,0,1818,42,0,11,3,1,2,30,74.4,0,43.29,4.67,0.0,202.0,-1.8277440076948754
20,0,35,1,14720,213,15,26,2,1,1,25,739.485,0,69.11,23.67,1.67,1635.56,4.3219733013981685
0,0,35,0,2675,15,444,2,3,1,1,30,1883.6,0,178.33,1.67,49.33,297.22,1.806701260705061
4,0,34,0,15065,170,111,24,2,1,1,25,1185.075,0,88.62,18.89,12.33,1673.89,4.501552088163981
0,0,34,0,6080,74,147,20,3,1,1,30,834.16,0,82.16,8.22,16.33,675.56,1.026870840728158
0,0,35,0,290,2,0,2,2,1,2,25,13.14,0,145.0,0.22,0.0,32.22,-2.8827162739981285
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,34,0,7088,115,345,37,2,1,1,25,1876.635,0,61.63,12.78,38.33,787.56,3.715035042886848
2,0,34,0,11045,142,0,41,3,1,1,30,447.48,0,77.78,15.78,0.0,1227.22,2.0897268334028642
3,0,34,0,6298,63,69,31,2,1,1,25,596.745,0,99.97,7.0,7.67,699.78,0.20279275778872258
18,0,30,0,535,35,0,11,2,1,2,25,25.65,1,15.29,3.89,0.0,59.44,-2.2527948556249107
16,0,33,6,10015,81,0,36,4,1,1,45,252.4,0,123.64,9.0,0.0,1112.78,0.7887003481109253
8,0,33,0,5398,86,0,18,2,1,1,25,246.78,1,62.77,9.56,0.0,599.78,-0.217662474627215
0,0,31,0,2420,10,0,8,3,1,1,30,97.2,0,242.0,1.11,0.0,268.89,-2.2398177526979772
4,1,32,0,2570,29,0,10,2,1,2,25,116.955,1,88.62,3.22,0.0,285.56,-1.8750194333170347
4,0,33,0,1848,32,0,25,3,1,2,30,75.2,1,57.75,3.56,0.0,205.33,-1.9939511851935818
0,0,33,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,33,0,1248,13,0,3,3,1,1,30,50.44,0,96.0,1.44,0.0,138.67,-2.4652814222558304
0,0,30,0,6365,85,0,16,4,1,1,45,161.25,0,74.88,9.44,0.0,707.22,-0.006068150944242623
0,0,33,0,0,0,0,0,3,1,2,30,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,33,0,0,0,0,0,4,1,1,45,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
20,0,28,1,15655,226,0,74,2,1,1,25,714.645,0,69.27,25.11,0.0,1739.44,4.6368853105398005
1,0,31,1,6545,104,232,27,2,2,1,25,1343.205,0,62.93,11.56,25.78,727.22,2.40340692596324
0,0,33,0,3298,70,0,22,2,1,1,25,151.56,0,47.11,7.78,0.0,366.44,-0.9921063123572471
0,0,32,0,1245,32,0,14,3,1,2,30,51.08,0,38.91,3.56,0.0,138.33,-2.1367039548865323
1,0,33,0,2360,41,136,17,2,1,1,25,720.045,0,57.56,4.56,15.11,262.22,-0.5223228616641279
0,0,24,0,895,24,154,5,2,2,1,25,734.355,0,37.29,2.67,17.11,99.44,-1.005681570414903
6,0,24,0,280,13,0,1,2,1,2,25,13.185,0,21.54,1.44,0.0,31.11,-2.6944434140680626
0,0,23,0,0,0,0,0,4,1,2,45,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
5,0,22,0,805,20,0,7,1,1,1,15,45.375,0,40.25,2.22,0.0,89.44,-2.448839663032317
0,0,22,0,2805,49,0,17,3,1,1,30,114.16,0,57.24,5.44,0.0,311.67,-1.472767487839655
0,0,15,0,1275,14,0,8,2,1,1,25,58.005,0,91.07,1.56,0.0,141.67,-2.4415585766605394
11,0,14,0,5973,129,46,36,1,2,1,15,588.61,0,46.3,14.33,5.11,663.67,1.0676935216196308
7,0,12,0,8513,159,34,34,4,1,1,45,301.8,0,53.54,17.67,3.78,945.89,2.08354313737387
3,0,13,1,2433,33,0,13,3,1,1,30,98.64,0,73.73,3.67,0.0,270.33,-1.8381287616734707
0,0,6,0,3970,28,176,4,2,1,1,25,971.91,0,141.79,4.67,29.33,661.67,-0.0151714602725872
0,1,6,0,1068,7,0,1,2,1,1,25,48.375,1,152.57,1.17,0.0,178.0,-2.6118797725348286
5,0,36,0,4255,66,7,18,2,1,1,25,225.945,0,64.47,7.33,0.78,472.78,-0.7733936113649178
0,0,37,0,0,0,9,0,2,1,2,25,40.5,0,0.0,0.0,1.0,0.0,-2.9069881941798825
7,0,35,0,2338,55,361,25,2,1,1,25,1732.185,0,42.51,6.11,40.11,259.78,1.6911980235510589
7,0,36,0,4083,61,3,36,1,1,1,15,244.42,0,66.93,6.78,0.33,453.67,-0.9358977274141925
0,0,36,0,2278,53,4,34,1,1,1,15,150.205,0,42.98,5.89,0.44,253.11,-1.493073881123089
8,0,36,0,3660,77,34,29,2,1,1,25,321.165,0,47.53,8.56,3.78,406.67,-0.4864807142421443
1,0,36,0,2245,34,287,19,3,1,1,30,1239.16,0,66.03,3.78,31.89,249.44,0.6553158403334398
10,0,35,1,9000,116,146,44,3,1,1,30,948.64,0,77.59,12.89,16.22,1000.0,2.437261050861877
4,0,36,0,13658,164,2,45,3,1,1,30,560.88,0,83.28,18.22,0.22,1517.56,3.107167939027796
4,0,36,0,4400,78,4,26,3,1,1,30,195.12,0,56.41,8.67,0.44,488.89,-0.5574434414967014
3,0,36,0,5803,90,9,13,2,1,1,25,305.685,0,64.48,10.0,1.0,644.78,0.026583816816413308
6,1,36,0,2123,49,10,18,3,1,2,30,126.88,0,43.33,5.44,1.11,235.89,-1.546396034866877
22,0,36,2,15025,220,56,33,3,1,1,30,833.8,0,68.3,24.44,6.22,1669.44,4.875583401468041
1,0,36,0,2980,22,485,9,3,1,1,30,2060.08,0,135.45,2.44,53.89,331.11,2.3603113607749338
6,0,35,0,15370,177,152,31,2,1,1,25,1383.615,0,86.84,19.67,16.89,1707.78,5.0551621882338535
0,0,35,0,6385,81,188,27,3,1,1,30,1010.64,0,78.83,9.0,20.89,709.44,1.5804809407980303
0,0,36,0,595,9,15,9,2,1,2,25,94.68,0,66.11,1.0,1.67,66.11,-2.557455054840796
0,0,35,0,0,0,2,0,2,1,2,25,9.0,1,0.0,0.0,0.22,0.0,-2.968466739040951
0,0,35,0,7393,122,386,44,2,1,1,25,2075.175,0,60.6,13.56,42.89,821.44,4.2686451429567205
4,0,35,0,11350,149,13,48,3,1,1,30,511.96,0,76.17,16.56,1.44,1261.11,2.3974227540284634
5,0,35,0,6603,70,110,38,2,1,1,25,795.285,0,94.33,7.78,12.22,733.67,0.7564028578585948
20,0,31,0,840,42,18,18,2,1,2,25,120.69,1,20.0,4.67,2.0,93.33,-1.9011856886699772
18,0,34,7,10320,88,3,43,4,1,1,45,267.7,0,117.27,9.78,0.33,1146.67,1.0085697760778554
10,0,34,0,5703,93,28,25,2,1,1,25,386.82,1,61.32,10.33,3.11,633.67,0.22177318498638765
0,0,32,0,2725,17,2,15,3,1,1,30,117.68,0,160.29,1.89,0.22,302.78,-2.0287309739969137
6,0,33,0,2875,36,11,17,2,1,2,25,180.495,1,79.86,4.0,1.22,319.44,-1.5848888112231694
6,1,34,0,2153,39,36,32,3,1,2,30,231.68,1,55.21,4.33,4.0,239.22,-1.4842543314530439
0,0,34,0,0,0,2,0,3,1,2,30,8.0,1,0.0,0.0,0.22,0.0,-2.968466739040951
0,0,34,0,1553,20,2,7,3,1,1,30,70.92,0,77.65,2.22,0.22,172.56,-2.2541946435547673
0,0,31,0,6670,92,16,23,4,1,1,45,209.05,0,72.5,10.22,1.78,741.11,0.32797571747895726
0,0,34,0,0,0,6,0,5,1,1,55,9.0,0,0.0,0.0,0.67,0.0,-2.9333361419774833
22,0,29,2,15960,233,2,81,2,1,1,25,737.685,0,68.5,25.89,0.22,1773.33,4.847972089240862
3,0,32,2,6850,111,273,34,2,2,1,25,1541.745,0,61.71,12.33,30.33,761.11,2.957017026033112
0,0,34,0,3603,77,4,29,2,1,1,25,183.6,0,46.79,8.56,0.44,400.33,-0.76345423512445
0,0,33,0,1550,39,40,21,3,1,2,30,223.56,0,39.74,4.33,4.44,172.22,-1.5918765040825267
3,0,34,0,2665,48,177,24,2,1,1,25,918.585,0,55.52,5.33,19.67,296.11,0.03128723840574421
1,0,25,0,1200,31,195,12,2,2,1,25,932.895,0,38.71,3.44,21.67,133.33,-0.4520714703450308
8,0,25,0,585,20,12,8,2,1,2,25,81.225,0,29.25,2.22,1.33,65.0,-2.3955301427083304
0,0,24,0,710,5,23,4,4,1,2,45,75.375,0,142.0,0.56,2.56,78.89,-2.529292759444066
7,0,23,0,1110,27,21,14,2,1,1,25,145.665,0,41.11,3.0,2.33,123.33,-2.0708825482797826
0,0,23,0,3110,56,10,24,3,1,1,30,166.64,0,55.54,6.22,1.11,345.56,-1.1914195150116567
0,0,16,0,1580,21,30,15,2,1,1,25,207.045,0,75.24,2.33,3.33,175.56,-1.984557618515203
13,0,15,0,6277,136,87,43,1,2,1,15,831.215,0,46.15,15.11,9.67,697.44,1.6210668840946558
9,0,13,0,8817,166,75,41,4,1,1,45,412.075,0,53.11,18.44,8.33,979.67,2.636916499848895
5,0,14,2,2737,40,33,20,3,1,1,30,243.08,0,68.42,4.44,3.67,304.11,-1.3550165933253808
0,0,7,0,4275,35,217,11,3,1,1,30,1040.4,0,122.14,5.0,31.0,610.71,0.538438639797285
0,1,7,0,1372,14,2,8,2,1,1,25,71.37,1,98.0,2.0,0.29,196.0,-2.401029731428613
1,0,36,0,3875,64,0,12,2,1,1,25,177.255,0,60.55,7.11,0.0,430.56,-0.9594943033368035
0,0,37,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
3,0,35,0,1958,53,343,19,2,1,1,25,1633.995,0,36.94,5.89,38.11,217.56,1.4084881896546375
3,0,36,0,3703,59,0,30,2,1,1,25,169.29,0,62.76,6.56,0.0,411.44,-1.0868678223226105
0,0,36,0,1898,51,0,28,1,1,1,15,107.195,0,37.22,5.67,0.0,210.89,-1.652826625297374
4,0,36,0,3280,75,16,23,2,1,1,25,222.975,0,43.73,8.33,1.78,364.44,-0.7691905481385658
0,0,36,0,1865,32,269,13,3,1,1,30,1151.88,0,58.28,3.56,29.89,207.22,0.37260600643701824
6,0,35,1,8620,114,128,38,3,1,1,30,861.36,0,75.61,12.67,14.22,957.78,2.1545512169654555
0,0,36,0,13278,162,0,39,3,1,1,30,537.6,0,81.96,18.0,0.0,1475.33,2.9649804933852444
0,0,36,0,4020,76,0,20,3,1,1,30,163.84,0,52.89,8.44,0.0,446.67,-0.7171961856709863
0,0,36,0,5423,88,0,7,2,1,1,25,247.995,0,61.62,9.78,0.0,602.56,-0.17708217368720597
2,0,36,0,1743,47,0,12,3,1,2,30,71.6,0,37.09,5.22,0.0,193.67,-1.7588446746363635
18,0,36,2,14645,218,38,27,3,1,1,30,746.52,0,67.18,24.22,4.22,1627.22,4.592873567571619
0,0,36,0,2600,20,467,3,3,1,1,30,1972.8,0,130.0,2.22,51.89,288.89,2.077601526878512
2,0,35,0,14990,175,134,25,2,1,1,25,1285.425,0,85.66,19.44,14.89,1665.56,4.772452354337432
0,0,35,0,6005,79,170,21,3,1,1,30,923.36,0,76.01,8.78,18.89,667.22,1.2977711069016087
0,0,35,0,380,7,0,6,2,1,2,25,17.415,0,54.29,0.78,0.0,42.22,-2.774755237789804
0,0,36,0,215,7,0,3,2,1,2,25,9.99,0,30.71,0.78,0.0,23.89,-2.8138169409396165
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,35,0,7013,120,368,38,2,1,1,25,1976.985,0,58.44,13.33,40.89,779.22,3.9859353090602987
0,0,35,0,10970,147,0,42,3,1,1,30,444.68,0,74.63,16.33,0.0,1218.89,2.1586261664613766
1,0,35,0,6223,68,92,32,2,1,1,25,697.095,0,91.51,7.56,10.22,691.44,0.4736930239621734
16,1,31,0,460,40,0,12,2,1,2,25,22.5,1,11.5,4.44,0.0,51.11,-2.1838955225663987
14,0,34,7,9940,86,0,37,4,1,1,45,250.65,0,115.58,9.56,0.0,1104.44,0.8575996811694374
6,0,34,0,5323,91,10,19,2,1,1,25,288.63,1,58.49,10.11,1.11,591.44,-0.06093664891003392
0,0,32,0,2345,15,0,9,3,1,1,30,94.4,0,156.33,1.67,0.0,260.56,-2.170918419639465
2,1,33,0,2495,34,0,11,2,1,2,25,113.805,1,73.38,3.78,0.0,277.22,-1.8061201002585223
2,0,34,0,1773,37,18,26,3,1,2,30,144.4,1,47.92,4.11,2.0,197.0,-1.7669641653494652
